age,education,balance,duration
48,secondary,257,186
52,primary,1705,334
31,secondary,0,274
53,secondary,4493,286
38,secondary,981,134
36,secondary,515,104
39,secondary,-762,40
43,secondary,56,612
50,tertiary,-470,506
56,primary,39,191
31,secondary,49,187
41,secondary,2576,296
31,primary,11,174
52,primary,863,224
48,tertiary,443,235
45,tertiary,2237,128
42,secondary,3104,144
40,secondary,498,55
59,tertiary,148,685
47,primary,1374,479
34,tertiary,116,413
24,secondary,281,211
51,tertiary,257,129
38,tertiary,637,295
28,primary,16,217
43,secondary,490,216
36,secondary,23,152
35,tertiary,387,1024
34,primary,174,405
30,secondary,23,129
42,tertiary,-556,682
40,primary,170,361
51,secondary,1022,311
50,secondary,81,746
37,secondary,393,348
39,secondary,0,283
36,primary,0,108
38,primary,0,583
32,secondary,95,265
34,secondary,471,146
43,primary,60,487
40,secondary,1270,1049
52,tertiary,824,466
34,tertiary,366,348
36,secondary,153,263
38,secondary,395,83
44,secondary,140,324
48,primary,1778,267
39,primary,324,340
41,secondary,211,546
44,secondary,177,364
55,secondary,1569,156
42,secondary,3018,288
34,secondary,-85,129
26,secondary,354,282
36,secondary,-355,89
36,primary,771,152
36,secondary,55,323
54,primary,428,311
50,primary,496,108
49,secondary,993,199
33,primary,139,548
39,secondary,-405,177
29,tertiary,572,72
34,primary,3,26
51,primary,314,713
38,primary,1597,15
38,tertiary,1612,423
34,secondary,140,81
42,secondary,714,211
42,secondary,256,322
37,tertiary,105,349
30,secondary,514,102
45,secondary,187,82
43,tertiary,310,84
56,primary,-255,9
57,secondary,657,20
38,secondary,1333,21
46,primary,1807,62
29,secondary,37,138
36,secondary,432,61
46,primary,0,30
34,secondary,664,88
45,secondary,1412,764
36,secondary,661,14
43,primary,1318,10
55,tertiary,1402,125
27,primary,68,50
43,secondary,704,28
34,tertiary,1288,15
36,secondary,223,80
57,primary,-34,108
30,secondary,52,295
37,primary,240,259
40,secondary,0,54
41,tertiary,355,573
57,secondary,25,652
53,primary,72,22
60,secondary,-396,443
44,secondary,738,55
50,tertiary,4,67
34,secondary,518,206
45,primary,0,64
39,secondary,141,249
57,secondary,7400,485
33,primary,62,26
36,secondary,0,94
54,primary,943,194
50,secondary,2419,309
41,secondary,-217,313
40,secondary,0,657
47,secondary,2548,577
45,secondary,-104,33
49,secondary,579,158
43,primary,-423,457
38,secondary,741,363
34,primary,0,547
40,secondary,6767,431
38,secondary,625,210
47,secondary,-59,502
42,secondary,162,139
43,secondary,6346,57
34,secondary,1826,212
35,secondary,356,7
44,secondary,130,528
32,tertiary,859,195
38,secondary,97,169
36,secondary,14,210
36,secondary,483,179
50,secondary,284,106
44,secondary,985,9
49,tertiary,1350,716
40,secondary,1185,94
31,secondary,5547,73
43,tertiary,221,313
35,tertiary,4515,66
36,tertiary,803,143
45,secondary,746,261
37,secondary,9306,603
36,secondary,198,496
52,secondary,131,87
37,primary,0,108
36,primary,666,285
38,secondary,0,580
32,tertiary,1094,207
39,tertiary,243,128
40,secondary,281,7
35,tertiary,434,277
45,primary,1265,40
41,secondary,-109,1038
38,unknown,304,94
54,tertiary,7249,346
39,unknown,0,62
41,primary,236,65
54,secondary,401,341
29,secondary,228,12
33,secondary,7,32
39,secondary,-404,344
29,tertiary,200,195
49,secondary,-212,469
29,secondary,477,58
36,tertiary,269,155
36,secondary,866,629
31,secondary,550,243
31,tertiary,147,12
37,primary,511,42
34,secondary,1075,460
47,secondary,298,183
38,secondary,158,242
39,tertiary,0,112
35,tertiary,873,197
30,secondary,948,150
43,tertiary,580,1514
28,secondary,389,15
38,secondary,1,63
46,primary,101,422
32,secondary,367,214
46,primary,-339,182
37,secondary,217,152
40,primary,4904,248
42,secondary,174,67
39,secondary,3047,279
55,tertiary,719,221
41,secondary,572,188
36,secondary,-461,254
42,secondary,4900,231
36,secondary,1253,135
36,tertiary,3875,212
31,secondary,166,227
47,unknown,442,85
33,secondary,4789,220
42,secondary,-396,80
45,tertiary,839,340
37,secondary,295,202
49,primary,6215,549
44,tertiary,-8,472
51,secondary,726,409
31,secondary,457,236
32,primary,-94,308
42,primary,659,91
41,secondary,-312,90
60,secondary,1608,186
59,secondary,33,138
41,unknown,419,442
43,unknown,-291,277
57,secondary,311,200
35,secondary,240,161
55,tertiary,59,51
29,secondary,9,262
30,primary,2597,49
39,secondary,283,369
44,secondary,13054,471
36,secondary,0,198
49,primary,3652,568
29,secondary,0,116
31,secondary,0,163
33,secondary,177,100
51,secondary,3370,59
30,tertiary,-1105,686
55,secondary,761,28
33,secondary,826,256
43,secondary,518,295
40,primary,0,114
24,secondary,4500,733
47,secondary,71,170
30,tertiary,137,214
54,secondary,1252,101
40,tertiary,-17,474
45,unknown,-72,306
41,tertiary,428,106
35,secondary,41,14
40,secondary,1844,231
40,primary,98,240
49,primary,24,701
33,secondary,358,231
40,secondary,-192,666
31,tertiary,0,247
23,secondary,2412,239
41,secondary,169,712
35,secondary,2048,219
48,secondary,457,199
31,secondary,2423,88
56,secondary,150,102
34,secondary,-10,216
55,secondary,13,190
46,primary,5130,181
44,secondary,-210,73
43,secondary,898,405
40,secondary,208,204
40,secondary,374,274
39,secondary,-288,227
31,secondary,78,360
34,tertiary,1611,490
41,unknown,88,105
42,secondary,-853,189
49,unknown,100,143
32,secondary,314,18
55,secondary,2059,149
37,secondary,321,222
52,secondary,43,131
38,secondary,3049,225
50,secondary,372,21
44,secondary,0,151
27,tertiary,536,105
45,primary,542,8
58,secondary,3058,114
40,secondary,3,154
51,primary,602,347
51,tertiary,-55,281
37,primary,275,103
35,primary,189,95
39,secondary,1403,214
43,tertiary,553,323
48,primary,1080,197
42,secondary,1042,465
41,secondary,1219,628
28,secondary,117,133
38,tertiary,493,553
29,tertiary,452,59
41,secondary,28,49
37,tertiary,2366,721
41,secondary,306,86
29,tertiary,340,21
34,primary,1756,58
48,secondary,1282,123
43,secondary,-416,114
41,primary,595,54
40,tertiary,0,41
39,secondary,322,35
33,primary,451,327
42,secondary,1449,177
48,secondary,583,68
37,secondary,0,125
32,tertiary,1145,580
24,secondary,1,79
40,secondary,-438,1017
41,secondary,1395,85
29,secondary,31,82
36,secondary,0,187
55,unknown,0,29
45,primary,102,282
34,secondary,-701,610
44,tertiary,-1636,257
29,secondary,415,128
36,secondary,1615,622
42,secondary,1450,489
47,unknown,0,70
37,tertiary,293,304
39,secondary,266,102
29,tertiary,910,278
34,secondary,0,66
44,tertiary,0,78
42,secondary,613,432
41,primary,101,275
42,secondary,679,146
35,unknown,245,134
45,primary,503,313
46,secondary,1740,333
39,primary,-106,1114
40,secondary,51,50
37,secondary,20,207
32,secondary,-23,185
38,primary,154,197
34,secondary,-374,672
37,secondary,223,552
33,secondary,2366,249
57,secondary,5486,86
52,secondary,201,412
39,secondary,93,72
39,primary,1506,299
50,secondary,326,124
26,tertiary,5,251
37,secondary,-17,400
33,tertiary,-255,82
52,secondary,36,930
37,secondary,771,262
27,secondary,100,177
52,secondary,-178,124
31,secondary,2153,239
59,tertiary,0,89
44,secondary,491,40
53,secondary,-102,52
58,secondary,3867,159
50,secondary,-458,294
55,tertiary,8044,175
32,secondary,-15,132
51,primary,581,282
21,secondary,398,295
56,tertiary,966,505
36,tertiary,1400,608
58,secondary,1301,261
52,secondary,540,154
35,secondary,-315,330
38,tertiary,-120,148
43,secondary,426,76
45,primary,456,255
41,secondary,81,193
46,secondary,186,643
32,secondary,-616,74
38,secondary,5293,475
33,primary,142,41
58,tertiary,2,168
28,tertiary,4064,93
44,primary,976,164
50,primary,199,228
30,secondary,11,157
44,secondary,0,161
36,secondary,151,327
39,secondary,381,758
49,secondary,0,52
35,secondary,0,371
32,secondary,-84,426
32,secondary,101,369
43,secondary,216,129
42,secondary,1453,264
41,secondary,727,246
44,tertiary,254,145
52,secondary,0,329
30,tertiary,740,242
35,primary,-367,77
56,secondary,102,267
40,secondary,1011,160
37,secondary,812,184
46,unknown,306,289
44,secondary,1071,143
37,secondary,246,288
41,secondary,1319,305
33,secondary,-331,186
38,primary,2064,296
42,secondary,352,79
47,secondary,1571,261
36,secondary,779,240
40,secondary,695,270
34,secondary,213,47
34,primary,333,63
38,primary,759,57
43,primary,1579,176
36,secondary,-523,193
53,secondary,640,321
34,secondary,-29,200
37,unknown,83,161
39,secondary,1005,204
28,secondary,448,188
30,secondary,692,290
46,secondary,-27,254
48,secondary,7985,232
36,primary,0,97
57,secondary,124,296
25,tertiary,931,263
34,secondary,580,228
41,secondary,926,306
38,secondary,328,776
42,secondary,3068,429
39,secondary,-495,51
34,secondary,395,150
39,secondary,0,275
34,secondary,148,160
38,secondary,0,125
38,secondary,3039,146
50,secondary,533,171
29,secondary,558,142
48,secondary,0,430
50,secondary,1400,189
57,tertiary,66,798
45,secondary,462,65
48,primary,643,66
42,secondary,-204,34
29,secondary,195,333
44,secondary,370,128
54,tertiary,397,102
33,tertiary,48,400
37,unknown,622,175
38,tertiary,946,69
39,secondary,626,126
37,primary,1653,285
33,secondary,-530,168
57,secondary,99,133
39,secondary,27,147
38,secondary,1370,472
42,secondary,498,173
44,primary,-420,220
32,primary,0,130
47,secondary,510,299
34,secondary,-240,247
34,secondary,-333,218
50,primary,1549,445
36,secondary,1806,111
35,secondary,313,195
37,tertiary,0,148
31,tertiary,425,96
38,secondary,422,286
36,secondary,1089,75
55,tertiary,42,386
43,primary,582,544
48,primary,222,127
38,secondary,861,565
35,tertiary,244,155
32,primary,1,184
47,primary,373,480
39,secondary,785,1232
53,secondary,-233,133
53,secondary,248,193
55,tertiary,154,70
36,tertiary,1473,206
31,secondary,1598,152
41,secondary,542,64
52,secondary,0,243
36,secondary,219,270
59,secondary,0,437
34,secondary,174,259
46,secondary,875,269
37,secondary,284,182
39,tertiary,1362,447
53,primary,238,238
33,secondary,3499,143
48,secondary,-470,410
46,primary,916,472
31,primary,240,254
30,tertiary,0,56
35,secondary,6,204
49,secondary,1120,226
25,primary,373,819
49,secondary,-18,217
37,tertiary,0,217
38,secondary,279,379
42,primary,869,718
32,secondary,271,271
31,secondary,162,0
50,tertiary,388,258
37,tertiary,555,180
32,secondary,222,298
44,secondary,184,196
44,secondary,-497,115
42,secondary,-523,327
47,tertiary,694,1001
35,primary,202,72
31,tertiary,414,498
29,tertiary,18254,279
46,secondary,2603,50
31,secondary,467,171
45,secondary,744,211
51,unknown,-1137,567
44,primary,953,772
42,secondary,83,120
55,primary,468,214
39,tertiary,763,877
55,unknown,-361,82
37,secondary,1165,304
27,secondary,297,273
29,secondary,309,471
28,secondary,4054,133
35,primary,151,301
31,secondary,2377,350
52,tertiary,-11,94
37,secondary,133,1388
40,secondary,4136,508
36,secondary,2409,338
41,secondary,2067,208
36,secondary,3064,1143
50,primary,0,503
47,secondary,3957,58
50,tertiary,50,142
34,secondary,10,196
56,secondary,141,63
42,secondary,292,222
48,tertiary,-551,168
37,secondary,3975,163
41,secondary,1236,911
32,tertiary,473,72
41,secondary,0,273
38,primary,0,284
56,secondary,279,288
54,secondary,956,136
36,secondary,543,66
26,tertiary,249,445
34,tertiary,4714,123
35,secondary,847,85
31,secondary,1331,927
43,primary,0,48
37,primary,1388,66
46,secondary,124,81
33,secondary,-253,89
31,secondary,-15,278
37,secondary,1415,214
29,tertiary,0,116
36,secondary,-185,167
31,secondary,62,56
47,secondary,600,8
36,primary,109,200
46,unknown,-1092,75
27,secondary,235,13
39,secondary,2040,312
42,secondary,218,134
40,secondary,16,34
56,primary,190,15
35,tertiary,739,13
46,primary,2313,788
35,primary,1077,25
55,primary,1649,52
30,secondary,297,255
41,primary,362,217
43,secondary,277,315
59,secondary,0,214
50,secondary,0,352
59,tertiary,146,97
33,secondary,310,54
54,primary,0,77
34,secondary,0,34
41,secondary,-648,104
41,tertiary,4063,14
39,secondary,0,15
53,primary,70,11
58,secondary,502,197
41,secondary,1734,151
39,secondary,2783,131
30,secondary,0,756
50,secondary,8648,731
33,primary,171,304
36,secondary,-811,365
54,secondary,87,20
54,secondary,0,11
60,secondary,5789,50
40,secondary,768,138
34,secondary,2,6
34,tertiary,156,63
26,tertiary,2182,42
45,primary,627,271
27,secondary,541,341
41,secondary,849,100
43,tertiary,591,123
37,secondary,2364,40
54,primary,11686,114
41,primary,164,150
41,secondary,-277,431
50,primary,65,11
46,secondary,98,91
34,secondary,165,99
46,secondary,1437,49
34,primary,7279,882
35,unknown,-465,158
34,secondary,479,515
40,primary,780,206
37,tertiary,1148,259
41,primary,254,25
55,secondary,99,300
54,tertiary,66,246
43,primary,238,178
41,primary,194,201
60,secondary,860,318
48,secondary,561,214
32,secondary,24,185
43,tertiary,703,67
32,secondary,169,85
37,secondary,1655,178
39,secondary,223,115
55,secondary,-14,82
35,secondary,211,187
32,tertiary,146,69
37,secondary,1109,62
42,secondary,335,580
44,tertiary,2696,58
38,primary,199,1203
55,primary,2102,64
37,primary,0,631
39,secondary,25,658
46,secondary,278,207
32,primary,1176,104
48,primary,-110,942
34,secondary,7,377
36,secondary,419,291
46,secondary,2,115
29,secondary,1697,87
37,tertiary,1733,524
37,tertiary,-487,358
38,secondary,1533,366
44,primary,1147,23
36,secondary,168,52
40,secondary,1808,560
34,secondary,439,347
59,secondary,1635,48
32,secondary,-32,145
28,secondary,1119,74
30,tertiary,112,451
53,secondary,545,305
42,secondary,88,53
39,secondary,167,612
47,secondary,216,104
54,tertiary,349,176
52,tertiary,23552,507
38,secondary,-90,242
33,tertiary,12,137
43,secondary,1076,223
45,primary,491,63
31,secondary,43,137
33,secondary,1034,23
40,primary,210,22
34,secondary,1599,59
31,secondary,2,703
31,tertiary,2190,25
32,secondary,-410,179
40,tertiary,1729,85
37,primary,-106,690
53,secondary,-108,11
58,secondary,670,1272
41,secondary,598,69
31,primary,63,256
50,primary,289,300
39,primary,398,256
50,secondary,173,7
36,tertiary,687,43
44,secondary,25,244
48,secondary,-361,1062
39,secondary,1403,429
41,secondary,224,22
31,secondary,17,296
41,secondary,428,92
43,secondary,323,43
48,primary,1499,17
60,tertiary,-134,243
35,primary,159,826
29,tertiary,135,245
34,secondary,2825,198
33,secondary,1794,360
33,secondary,38,139
30,secondary,90,232
40,secondary,1194,517
29,tertiary,20,418
37,secondary,103,153
41,secondary,169,116
41,secondary,1535,261
38,secondary,1616,168
24,secondary,1470,212
29,primary,7,69
40,primary,106,23
32,secondary,456,121
31,secondary,1801,306
30,secondary,265,342
30,primary,1803,202
48,primary,556,22
46,secondary,38,455
35,secondary,449,245
43,primary,188,58
54,secondary,1012,33
35,tertiary,641,41
48,secondary,-440,399
38,primary,4592,360
41,secondary,10,179
30,tertiary,29,174
43,secondary,24,68
39,primary,476,212
37,secondary,1573,639
39,secondary,-96,38
43,primary,-404,205
41,primary,469,344
43,secondary,1495,141
40,primary,-48,113
58,secondary,119,985
48,secondary,94,87
47,secondary,311,238
53,secondary,218,27
49,tertiary,666,337
42,primary,0,24
43,primary,56,365
32,secondary,-1,37
30,secondary,8563,109
41,secondary,277,152
43,secondary,1324,179
32,secondary,522,272
54,tertiary,384,30
42,secondary,3,118
44,primary,103,79
32,primary,51,324
30,secondary,-158,426
34,secondary,-53,196
37,tertiary,166,132
33,primary,496,151
46,secondary,66,211
47,secondary,-337,366
49,secondary,425,816
46,tertiary,147,189
34,secondary,151,590
34,secondary,151,131
42,tertiary,-411,78
33,secondary,798,337
25,tertiary,914,185
44,tertiary,134,78
55,tertiary,5709,442
45,primary,0,36
30,secondary,194,74
30,secondary,3,326
46,tertiary,125,81
48,secondary,2204,45
56,primary,351,179
33,tertiary,335,527
51,secondary,518,918
55,secondary,859,148
39,secondary,636,15
36,secondary,339,279
52,secondary,3029,65
30,secondary,-529,416
48,secondary,162,83
22,secondary,246,25
51,primary,480,189
28,secondary,242,256
39,tertiary,266,251
48,secondary,410,116
32,secondary,485,1100
37,secondary,1543,451
31,secondary,-475,232
32,secondary,91,209
27,tertiary,498,191
37,secondary,342,340
31,secondary,4978,313
41,secondary,1634,16
39,primary,467,7
41,secondary,1564,493
39,tertiary,5073,1182
40,secondary,-244,184
42,tertiary,246,360
48,secondary,315,165
36,secondary,69,61
38,secondary,0,84
51,primary,42,51
44,secondary,4786,267
33,tertiary,196,183
49,secondary,89,351
38,secondary,883,95
58,secondary,624,393
39,secondary,607,454
32,secondary,1288,286
32,secondary,1787,87
45,secondary,266,277
51,secondary,-287,814
36,primary,-308,725
33,secondary,2858,175
45,primary,353,204
35,secondary,451,247
35,secondary,128,136
39,tertiary,202,59
37,secondary,-251,146
37,secondary,3420,77
44,secondary,492,56
32,secondary,235,482
38,secondary,-367,354
36,primary,5,396
37,secondary,6,136
32,secondary,0,549
39,secondary,175,17
30,secondary,0,439
37,secondary,42,107
28,secondary,-31,369
30,secondary,789,356
39,tertiary,0,561
47,unknown,170,175
47,secondary,367,309
42,tertiary,0,139
59,secondary,92,139
41,secondary,5548,128
35,secondary,855,549
41,secondary,449,313
28,secondary,1,395
26,tertiary,38,119
40,secondary,1547,88
41,secondary,552,463
31,secondary,439,232
36,primary,300,57
30,secondary,419,300
40,secondary,3126,200
31,secondary,1908,225
33,secondary,1240,844
39,secondary,102,293
40,tertiary,226,262
36,secondary,82,137
34,secondary,210,211
36,tertiary,1514,387
28,secondary,1453,246
29,tertiary,13186,322
35,secondary,10,357
31,secondary,-112,584
32,secondary,1005,215
44,secondary,1380,240
34,secondary,-118,230
33,secondary,-417,337
33,secondary,177,22
35,secondary,0,183
42,secondary,470,207
51,primary,1164,100
42,secondary,257,955
29,unknown,-70,146
35,secondary,68,334
30,secondary,0,271
35,secondary,0,95
40,secondary,0,223
35,secondary,4135,106
57,secondary,3551,458
40,secondary,419,92
32,secondary,641,148
56,primary,373,179
31,secondary,1,223
44,primary,887,165
41,unknown,3652,127
50,primary,15035,158
37,secondary,-38,165
47,secondary,663,409
45,primary,1335,88
37,secondary,335,107
38,secondary,895,1531
50,tertiary,126,132
30,secondary,249,406
31,primary,2581,240
46,primary,0,278
46,primary,804,1063
47,primary,668,908
35,primary,764,706
52,primary,-637,161
56,primary,31,215
59,primary,64,370
24,tertiary,603,157
51,secondary,1250,209
60,secondary,18,399
37,tertiary,1894,1925
42,primary,-407,829
48,secondary,574,328
33,tertiary,1150,109
41,secondary,139,178
35,secondary,614,242
28,secondary,337,450
36,secondary,129,183
36,secondary,75,485
49,secondary,1598,76
37,tertiary,1949,328
47,secondary,802,289
33,tertiary,-634,163
44,tertiary,870,118
27,secondary,292,53
29,secondary,3872,453
37,primary,912,637
59,secondary,1575,301
46,primary,4170,118
36,secondary,4986,139
28,secondary,197,32
58,primary,1596,470
54,secondary,143,278
43,primary,-98,112
48,primary,89,34
57,primary,785,169
31,tertiary,355,609
38,tertiary,3646,1710
50,secondary,5816,217
35,secondary,194,192
47,unknown,1044,208
36,secondary,98,415
33,secondary,-15,326
50,primary,15,173
40,tertiary,-50,306
40,secondary,1116,350
40,primary,1411,224
46,secondary,3,614
40,secondary,327,474
54,primary,-58,143
54,secondary,-11,168
45,primary,-158,317
39,unknown,0,106
40,unknown,9110,234
52,secondary,555,314
44,tertiary,2734,897
45,primary,644,422
36,secondary,0,398
32,tertiary,61,130
32,secondary,0,61
49,secondary,5058,255
31,secondary,465,259
30,primary,190,29
40,secondary,1836,750
35,secondary,2321,306
39,tertiary,1425,775
43,secondary,422,181
43,primary,-25,254
44,secondary,285,373
45,secondary,3092,180
33,secondary,2279,123
40,primary,14,135
49,primary,3028,216
36,secondary,257,86
25,secondary,1116,85
48,secondary,525,325
33,secondary,204,142
49,secondary,-301,187
52,secondary,316,463
41,primary,5560,280
56,secondary,550,398
45,tertiary,963,528
31,primary,-199,149
49,tertiary,108,288
41,secondary,124,191
38,secondary,4196,193
40,secondary,209,302
38,primary,14,317
31,secondary,241,211
45,secondary,3412,101
36,secondary,186,187
40,primary,129,464
51,primary,2499,98
36,secondary,74,198
38,primary,947,361
28,secondary,159,345
38,primary,481,114
34,primary,373,481
32,secondary,465,210
59,secondary,145,556
37,secondary,64,239
31,tertiary,2592,349
45,tertiary,677,253
43,unknown,245,112
37,secondary,1193,396
46,secondary,984,181
55,secondary,167,178
39,secondary,5092,206
44,secondary,492,209
36,primary,356,692
52,secondary,411,210
58,primary,1153,206
52,primary,752,339
38,secondary,1556,191
34,secondary,634,737
43,primary,555,175
29,secondary,161,286
36,secondary,590,170
38,secondary,5733,173
49,secondary,271,541
60,primary,193,89
48,secondary,201,242
25,secondary,53,213
25,secondary,14657,194
44,secondary,469,158
60,secondary,-247,472
40,primary,2495,135
34,secondary,840,275
35,secondary,-184,155
31,primary,295,235
41,secondary,0,125
46,secondary,1583,175
52,primary,1141,22
45,unknown,23,134
37,secondary,807,807
33,secondary,422,235
39,secondary,631,57
53,secondary,28,673
43,primary,-70,124
43,primary,483,225
43,primary,250,144
37,tertiary,1436,177
38,primary,12130,455
31,secondary,616,185
40,secondary,949,285
42,primary,159,295
38,primary,1455,101
34,primary,1309,456
39,secondary,0,256
58,primary,26,600
40,primary,332,339
37,secondary,135,268
43,tertiary,359,899
46,secondary,2381,220
40,secondary,56,700
44,secondary,199,150
32,tertiary,933,147
43,tertiary,1158,236
40,primary,1397,58
46,secondary,404,1388
38,secondary,0,57
36,primary,578,130
28,secondary,100,70
42,primary,402,31
41,primary,1356,50
33,tertiary,331,94
35,secondary,399,496
36,secondary,1089,83
36,secondary,1383,16
45,primary,700,29
47,secondary,0,20
43,secondary,620,46
28,secondary,-302,152
42,unknown,2835,61
46,secondary,451,389
46,tertiary,1410,91
33,secondary,241,1108
40,unknown,87,477
39,primary,481,197
47,secondary,-553,8
48,secondary,709,117
39,tertiary,942,564
37,primary,37,24
54,tertiary,185,413
30,secondary,222,254
57,primary,13,164
39,primary,800,53
50,secondary,3016,65
29,secondary,154,20
48,primary,3267,6
38,tertiary,876,5
31,tertiary,253,82
30,secondary,1352,321
47,primary,10558,81
27,secondary,31,136
41,secondary,334,14
42,secondary,154,133
36,secondary,1088,77
33,secondary,1078,320
42,secondary,-141,211
43,secondary,3,26
47,primary,1112,129
34,tertiary,7263,38
22,secondary,241,200
40,tertiary,964,95
57,secondary,-663,210
27,secondary,2,15
33,secondary,20,259
40,tertiary,406,130
50,primary,-522,863
47,secondary,-98,211
55,secondary,918,87
36,primary,319,774
28,secondary,-97,129
25,secondary,0,44
28,tertiary,3589,348
32,secondary,944,231
33,secondary,17,74
56,tertiary,1263,155
40,secondary,82,135
32,tertiary,7444,22
46,primary,512,32
34,primary,412,217
33,primary,2000,25
51,secondary,516,370
58,secondary,602,201
30,secondary,115,152
36,tertiary,421,793
38,secondary,7208,66
32,secondary,481,150
47,tertiary,0,213
38,secondary,864,364
34,primary,286,329
33,primary,41,173
28,primary,431,68
54,secondary,324,51
38,secondary,61,109
33,tertiary,312,23
31,secondary,1545,207
35,secondary,0,1073
31,secondary,397,134
38,secondary,8637,193
42,primary,-581,224
27,tertiary,321,173
32,secondary,413,67
49,secondary,259,149
49,secondary,725,29
36,secondary,478,610
37,secondary,393,95
37,secondary,719,118
33,secondary,139,84
45,primary,0,43
28,secondary,53,93
42,secondary,-580,172
33,primary,61,161
28,secondary,-2,172
29,secondary,912,785
39,primary,276,628
50,tertiary,2809,200
36,secondary,2151,134
30,primary,25,51
35,primary,-276,850
31,secondary,1301,140
38,primary,-87,531
30,secondary,248,87
51,primary,40,79
50,tertiary,100,157
23,secondary,14,19
33,secondary,56,9
39,secondary,1419,9
28,secondary,458,19
33,secondary,1905,39
47,primary,4227,659
46,secondary,521,502
42,secondary,664,113
35,secondary,625,267
48,secondary,1394,30
33,tertiary,1195,355
41,secondary,925,43
29,secondary,970,240
38,primary,354,47
39,secondary,807,69
55,tertiary,1810,296
38,tertiary,15030,167
38,secondary,3632,323
47,primary,2785,570
37,secondary,-111,147
38,primary,1401,516
30,secondary,55,177
31,tertiary,1536,388
59,secondary,61,61
33,tertiary,0,585
58,secondary,6004,133
38,primary,447,699
35,secondary,1831,96
39,secondary,0,6
55,tertiary,2171,318
35,secondary,233,66
38,primary,1852,606
39,secondary,462,590
37,secondary,655,272
44,tertiary,564,88
44,secondary,669,15
31,secondary,131,294
32,secondary,99,152
43,primary,800,902
55,primary,-636,15
39,primary,157,290
31,secondary,6737,12
33,secondary,221,669
44,tertiary,1,123
33,tertiary,219,93
39,tertiary,36,133
57,secondary,1615,99
30,secondary,975,256
34,secondary,1089,394
42,secondary,2157,149
50,primary,0,131
42,secondary,0,74
45,tertiary,378,67
44,secondary,2108,152
49,unknown,39,27
38,primary,3715,41
32,primary,50,275
42,secondary,0,116
28,secondary,451,302
33,tertiary,2565,128
32,secondary,-684,11
48,secondary,865,78
41,primary,340,262
33,secondary,308,147
35,secondary,323,46
46,primary,437,546
27,secondary,456,104
36,primary,828,1512
45,primary,58,119
24,secondary,493,85
32,secondary,2137,423
50,primary,953,315
49,secondary,119,78
32,tertiary,1503,44
25,tertiary,1,9
48,primary,-139,75
43,tertiary,497,66
46,secondary,3201,157
32,primary,7,109
30,primary,2,7
53,secondary,233,101
35,tertiary,2749,127
33,secondary,780,83
34,secondary,496,333
33,secondary,350,205
34,secondary,2764,158
45,secondary,78,408
36,primary,0,18
52,secondary,7180,276
27,secondary,468,109
50,primary,246,234
37,tertiary,584,115
39,primary,3419,155
35,unknown,88,272
28,secondary,207,329
27,secondary,0,363
32,secondary,681,589
42,secondary,1080,951
50,secondary,7317,172
34,secondary,2131,53
29,tertiary,172,34
53,secondary,-1601,82
40,secondary,-375,60
39,tertiary,141,788
27,secondary,268,528
38,secondary,18,296
35,secondary,247,114
35,secondary,260,155
35,secondary,34,249
33,tertiary,1064,562
40,primary,328,112
52,secondary,33,204
43,primary,190,168
36,primary,413,60
42,primary,759,80
39,tertiary,297,734
37,tertiary,596,281
51,primary,864,321
29,tertiary,0,155
36,secondary,1969,87
29,primary,35,149
28,secondary,584,354
42,secondary,382,294
29,primary,215,137
32,secondary,1779,191
35,secondary,577,55
43,secondary,3409,172
26,secondary,8,167
50,secondary,42,85
41,secondary,121,16
36,tertiary,1129,444
36,secondary,418,132
40,primary,54,10
34,tertiary,0,324
40,secondary,1023,64
45,primary,2523,110
28,tertiary,4937,421
36,primary,1993,174
31,secondary,387,228
32,secondary,396,257
35,primary,289,296
34,secondary,-231,9
39,secondary,145,337
32,primary,309,185
38,tertiary,2278,244
41,secondary,0,104
44,primary,186,152
32,secondary,-119,231
44,secondary,1311,184
35,primary,455,573
34,secondary,1314,124
31,tertiary,623,96
33,secondary,107,21
49,primary,282,99
32,secondary,322,233
37,tertiary,1852,117
54,primary,-119,261
32,tertiary,3,568
44,primary,25,201
45,tertiary,2813,43
37,secondary,2610,53
40,primary,2077,363
48,secondary,-85,56
43,secondary,171,96
52,secondary,146,108
39,secondary,-427,8
58,tertiary,1411,425
34,tertiary,142,459
55,tertiary,323,200
37,secondary,387,413
25,tertiary,1954,66
53,secondary,8892,177
34,tertiary,76,747
47,tertiary,-49,14
34,secondary,178,253
32,primary,398,716
36,secondary,52,152
38,secondary,1137,316
50,primary,216,137
51,primary,3185,154
28,secondary,65,165
47,primary,-287,201
42,secondary,4253,146
27,secondary,557,466
37,tertiary,2019,368
48,secondary,83,1101
32,secondary,28,88
47,secondary,411,157
29,secondary,69,77
37,tertiary,1339,96
52,secondary,1117,365
36,secondary,55,38
58,primary,747,104
45,secondary,192,154
21,secondary,292,148
31,primary,1127,43
35,secondary,143,68
31,secondary,879,394
59,secondary,771,125
39,primary,1004,364
37,secondary,3173,179
35,secondary,-639,427
35,secondary,450,63
34,secondary,-56,197
35,secondary,2116,409
36,tertiary,481,215
36,secondary,-1157,323
32,secondary,416,290
29,secondary,1052,147
38,secondary,3344,143
40,secondary,-378,541
30,secondary,0,172
34,secondary,7063,309
46,primary,-35,69
49,primary,112,79
45,tertiary,-946,213
